Year,flow
22/03/2005,191.6
23/03/2005,186.9
24/03/2005,190.9
25/03/2005,180.2
26/03/2005,180.7
27/03/2005,183.3
28/03/2005,182.6
29/03/2005,175.2
30/03/2005,179.3
31/03/2005,174.6
01/04/2005,167.3
02/04/2005,175.6
03/04/2005,161.3
04/04/2005,175.9
05/04/2005,160.8
06/04/2005,155.5
07/04/2005,164.8
08/04/2005,150.7
09/04/2005,155.5
10/04/2005,147.5
11/04/2005,158
12/04/2005,140.5
13/04/2005,144.9
14/04/2005,144.5
15/04/2005,141.8
16/04/2005,146.7
17/04/2005,136
18/04/2005,128.7
19/04/2005,135.5
20/04/2005,134.6
21/04/2005,135.4
22/04/2005,134.4
23/04/2005,144.8
24/04/2005,132.3
25/04/2005,129.7
26/04/2005,129.6
27/04/2005,133.2
28/04/2005,124
29/04/2005,128.9
30/04/2005,109.1
01/05/2005,121.6
02/05/2005,129.2
03/05/2005,103.3
04/05/2005,117
05/05/2005,105.3
06/05/2005,112.2
07/05/2005,110.5
08/05/2005,116.1
09/05/2005,98.1
10/05/2005,107.6
11/05/2005,105.6
12/05/2005,104.7
13/05/2005,94.2
14/05/2005,105.8
15/05/2005,93.4
16/05/2005,89.9
17/05/2005,83.8
18/05/2005,100.2
19/05/2005,93.7
20/05/2005,89.8
21/05/2005,85.8
22/05/2005,86.4
23/05/2005,80
24/05/2005,95.3
25/05/2005,85.8
26/05/2005,84.3
27/05/2005,81.7
28/05/2005,87.5
29/05/2005,83.8
30/05/2005,84.8
31/05/2005,73.5
01/06/2005,95.7
02/06/2005,76.5
03/06/2005,72.2
04/06/2005,82.5
05/06/2005,78
06/06/2005,74
07/06/2005,71.9
08/06/2005,85
09/06/2005,71.5
10/06/2005,65.7
11/06/2005,64.7
12/06/2005,70.6
13/06/2005,81.8
14/06/2005,65
15/06/2005,72.1
16/06/2005,64.8
17/06/2005,73.5
18/06/2005,68.2
19/06/2005,71.3
20/06/2005,53.8
21/06/2005,81
22/06/2005,62
23/06/2005,66.4
24/06/2005,68.8
25/06/2005,86.6
26/06/2005,73.2
27/06/2005,61.4
28/06/2005,74.1
29/06/2005,66.6
30/06/2005,56.8
01/07/2005,68.5
02/07/2005,64.8
03/07/2005,53.7
04/07/2005,54.6
05/07/2005,69.1
06/07/2005,57.4
07/07/2005,74.4
08/07/2005,44.7
09/07/2005,55.4
10/07/2005,72.8
11/07/2005,53.9
12/07/2005,64.6
13/07/2005,57
14/07/2005,67.7
15/07/2005,51.5
16/07/2005,57.5
17/07/2005,56.8
18/07/2005,52.1
19/07/2005,60.8
20/07/2005,59.9
21/07/2005,49.3
22/07/2005,51.5
23/07/2005,63.8
24/07/2005,66.5
25/07/2005,53.9
26/07/2005,58.3
27/07/2005,68.2
28/07/2005,53.4
29/07/2005,63.8
30/07/2005,53.4
31/07/2005,57.8
01/08/2005,62.1
02/08/2005,53.5
03/08/2005,50.7
04/08/2005,61.8
05/08/2005,54.8
06/08/2005,52.9
07/08/2005,61
08/08/2005,58.8
09/08/2005,53.5
10/08/2005,68.3
11/08/2005,43.4
12/08/2005,62.9
13/08/2005,41
14/08/2005,66.6
15/08/2005,62.9
16/08/2005,62
17/08/2005,57.9
18/08/2005,63.8
19/08/2005,98.1
20/08/2005,72.9
21/08/2005,96.2
22/08/2005,88.3
23/08/2005,68.7
24/08/2005,67.7
25/08/2005,58.9
26/08/2005,59
27/08/2005,60.7
28/08/2005,55.5
29/08/2005,84
30/08/2005,165.7
31/08/2005,141.8
01/09/2005,100.2
02/09/2005,78.6
03/09/2005,79.6
04/09/2005,85
05/09/2005,83.2
06/09/2005,77.8
07/09/2005,78.3
08/09/2005,59.9
09/09/2005,69.8
10/09/2005,19.7
11/09/2005,93.1
12/09/2005,74.2
13/09/2005,63.9
14/09/2005,66.4
15/09/2005,63.3
16/09/2005,59.1
17/09/2005,64.5
18/09/2005,59.9
19/09/2005,58.2
20/09/2005,70.3
21/09/2005,54.1
22/09/2005,51.2
23/09/2005,75.7
24/09/2005,48.9
25/09/2005,28.8
26/09/2005,44.6
27/09/2005,61.8
28/09/2005,77.2
29/09/2005,474.7
30/09/2005,341.1
01/10/2005,158.9
02/10/2005,123.7
03/10/2005,118.3
04/10/2005,88
05/10/2005,111.3
06/10/2005,1073.7
07/10/2005,637.8
08/10/2005,776.7
09/10/2005,411
10/10/2005,290.6
11/10/2005,226.9
12/10/2005,212.5
13/10/2005,184
14/10/2005,166
15/10/2005,168.3
16/10/2005,162.9
17/10/2005,149.3
18/10/2005,139.7
19/10/2005,132.2
20/10/2005,122.8
21/10/2005,176
22/10/2005,362.4
23/10/2005,231.5
24/10/2005,250.5
25/10/2005,554
26/10/2005,414.3
27/10/2005,333.6
28/10/2005,272.8
29/10/2005,247.2
30/10/2005,225.7
31/10/2005,202.5
01/11/2005,193
02/11/2005,176.2
03/11/2005,181.3
04/11/2005,167.23
05/11/2005,167.21
06/11/2005,170.84
07/11/2005,242.23
08/11/2005,599.32
09/11/2005,1035.3
10/11/2005,766.69
11/11/2005,599.03
12/11/2005,462.78
13/11/2005,387.8
14/11/2005,342.41
15/11/2005,309.89
16/11/2005,444.02
17/11/2005,3502.77
18/11/2005,1416.1
19/11/2005,929.91
20/11/2005,797.97
21/11/2005,924.96
22/11/2005,4123.9
23/11/2005,2634.01
24/11/2005,1657.13
25/11/2005,1263.39
26/11/2005,1115.75
27/11/2005,983.21
28/11/2005,1238.58
29/11/2005,1218.78
30/11/2005,1132.75
01/12/2005,907
02/12/2005,827.9
03/12/2005,750.2
04/12/2005,712
05/12/2005,689.4
06/12/2005,654.7
07/12/2005,607.2
08/12/2005,580.1
09/12/2005,539.3
10/12/2005,537
11/12/2005,519.7
12/12/2005,514
13/12/2005,500.3
14/12/2005,516.1
15/12/2005,509.1
16/12/2005,450.9
17/12/2005,461.7
18/12/2005,465.8
19/12/2005,466.2
20/12/2005,460.7
21/12/2005,456.4
22/12/2005,449.4
23/12/2005,445.9
24/12/2005,425.9
25/12/2005,439.3
26/12/2005,440.2
27/12/2005,393.3
28/12/2005,407.4
29/12/2005,404.2
30/12/2005,384
31/12/2005,376.6
01/01/2006,360.1
02/01/2006,369.6
03/01/2006,335.3
04/01/2006,365.7
05/01/2006,343
06/01/2006,341.9
07/01/2006,371.8
08/01/2006,392.7
09/01/2006,702.3
10/01/2006,887
11/01/2006,695.4
12/01/2006,643.1
13/01/2006,601.3
14/01/2006,647.5
15/01/2006,605.3
16/01/2006,581.4
17/01/2006,653.7
18/01/2006,813.4
19/01/2006,768.3
20/01/2006,708
21/01/2006,662.5
22/01/2006,670.8
23/01/2006,684.6
24/01/2006,670
25/01/2006,626.7
26/01/2006,611.7
27/01/2006,607.4
28/01/2006,627.1
29/01/2006,673.7
30/01/2006,701.1
31/01/2006,658.4
01/02/2006,627.6
02/02/2006,602.7
03/02/2006,582.6
04/02/2006,569.7
05/02/2006,580.9
06/02/2006,711.6
07/02/2006,630
08/02/2006,549.1
09/02/2006,465.6
10/02/2006,462.3
11/02/2006,451.2
12/02/2006,421
13/02/2006,436.5
14/02/2006,455.9
15/02/2006,477.7
16/02/2006,468.5
17/02/2006,449.2
18/02/2006,443.3
19/02/2006,417.2
20/02/2006,428.8
21/02/2006,404
22/02/2006,421.9
23/02/2006,432.6
24/02/2006,416.9
25/02/2006,400.1
26/02/2006,401.6
27/02/2006,383.6
28/02/2006,364.6
01/03/2006,366.9
02/03/2006,346.7
03/03/2006,323.3
04/03/2006,344.1
05/03/2006,307.6
06/03/2006,318.3
07/03/2006,312.5
08/03/2006,315.6
09/03/2006,277.6
10/03/2006,273.8
11/03/2006,242.9
12/03/2006,250.8
13/03/2006,238.8
14/03/2006,259.5
15/03/2006,260.1
16/03/2006,223.8
17/03/2006,237.4
18/03/2006,219.5
19/03/2006,218.9
20/03/2006,210.5
21/03/2006,210.1
22/03/2006,202.5
23/03/2006,200.7
24/03/2006,204.2
25/03/2006,193
26/03/2006,197.6
27/03/2006,204.7
28/03/2006,185.1
29/03/2006,194.1
30/03/2006,181.2
31/03/2006,195.7
01/04/2006,194.2
02/04/2006,191.3
03/04/2006,189.6
04/04/2006,182
05/04/2006,194.4
06/04/2006,178.5
07/04/2006,166.7
08/04/2006,169.6
09/04/2006,174.6
10/04/2006,170.8
11/04/2006,161.5
12/04/2006,175.3
13/04/2006,166.5
14/04/2006,163.7
15/04/2006,162.3
16/04/2006,153.7
17/04/2006,160.6
18/04/2006,165
19/04/2006,153.2
20/04/2006,145.2
21/04/2006,145.4
22/04/2006,153.6
23/04/2006,162.6
24/04/2006,136.2
25/04/2006,152.5
26/04/2006,138.2
27/04/2006,149.8
28/04/2006,125.7
29/04/2006,134.1
30/04/2006,133.6
01/05/2006,132
02/05/2006,136.9
03/05/2006,128.8
04/05/2006,132.8
05/05/2006,113.4
06/05/2006,125.7
07/05/2006,119.2
08/05/2006,125.7
09/05/2006,115.4
10/05/2006,118
11/05/2006,132.4
12/05/2006,100.6
13/05/2006,116.4
14/05/2006,121.4
15/05/2006,100
16/05/2006,109
17/05/2006,103.3
18/05/2006,119.3
19/05/2006,85.9
20/05/2006,121.7
21/05/2006,79.7
22/05/2006,115
23/05/2006,83.3
24/05/2006,96.2
25/05/2006,101.6
26/05/2006,89
27/05/2006,65.4
28/05/2006,118.9
29/05/2006,94.8
30/05/2006,94.1
31/05/2006,67.4
01/06/2006,103.6
02/06/2006,77.8
03/06/2006,87.2
04/06/2006,105
05/06/2006,71.4
06/06/2006,82.7
07/06/2006,82.1
08/06/2006,83.5
09/06/2006,82
10/06/2006,70
11/06/2006,67
12/06/2006,95.1
13/06/2006,71.8
14/06/2006,79.6
15/06/2006,69.5
16/06/2006,81.5
17/06/2006,81.6
18/06/2006,60.6
19/06/2006,72.2
20/06/2006,64.9
21/06/2006,85.4
22/06/2006,71.5
23/06/2006,73.9
24/06/2006,70.3
25/06/2006,78.5
26/06/2006,71
27/06/2006,68.6
28/06/2006,72.8
29/06/2006,71.5
30/06/2006,67.8
01/07/2006,70.4
02/07/2006,76.6
03/07/2006,64.7
04/07/2006,84.5
05/07/2006,64
06/07/2006,76.87
07/07/2006,69.18
08/07/2006,75.27
09/07/2006,44.61
10/07/2006,68
11/07/2006,68.76
12/07/2006,80.99
13/07/2006,62.85
14/07/2006,57.91
15/07/2006,72.04
16/07/2006,59.49
17/07/2006,73.34
18/07/2006,52.31
19/07/2006,73.17
20/07/2006,58.3
21/07/2006,70.25
22/07/2006,57.84
23/07/2006,67.72
24/07/2006,70.68
25/07/2006,70.07
26/07/2006,61.51
27/07/2006,58.9
28/07/2006,70.71
29/07/2006,96.61
30/07/2006,101.05
31/07/2006,118.39
01/08/2006,102.7
02/08/2006,85.64
03/08/2006,70.05
04/08/2006,87.09
05/08/2006,73.56
06/08/2006,85.82
07/08/2006,79.46
08/08/2006,98.2
09/08/2006,125.5
10/08/2006,81.14
11/08/2006,135.56
12/08/2006,558.42
13/08/2006,394
14/08/2006,222.08
15/08/2006,187.67
16/08/2006,193.39
17/08/2006,169.22
18/08/2006,143.92
19/08/2006,144.99
20/08/2006,127.62
21/08/2006,133.28
22/08/2006,174.06
23/08/2006,161.58
24/08/2006,127.08
25/08/2006,126.01
26/08/2006,157.29
27/08/2006,267.64
28/08/2006,163.21
29/08/2006,155.53
30/08/2006,138.39
31/08/2006,136.15
01/09/2006,118.25
02/09/2006,123.44
03/09/2006,117.5
04/09/2006,117.8
05/09/2006,119.9
06/09/2006,113.7
07/09/2006,107.9
08/09/2006,98.5
09/09/2006,111.5
10/09/2006,102.9
11/09/2006,96.8
12/09/2006,104.6
13/09/2006,100.2
14/09/2006,93.9
15/09/2006,98.8
16/09/2006,93.1
17/09/2006,92.6
18/09/2006,93.7
19/09/2006,143.1
20/09/2006,170.7
21/09/2006,136.3
22/09/2006,114.7
23/09/2006,144.9
24/09/2006,128.1
25/09/2006,148.7
26/09/2006,137.1
27/09/2006,122.6
28/09/2006,111
29/09/2006,191.2
30/09/2006,295.9
01/10/2006,160.5
02/10/2006,116.7
03/10/2006,127
04/10/2006,117.5
05/10/2006,114.6
06/10/2006,104.4
07/10/2006,118.5
08/10/2006,114.5
09/10/2006,125.2
10/10/2006,407.5
11/10/2006,203.5
12/10/2006,181.8
13/10/2006,155.2
14/10/2006,135.8
15/10/2006,122.3
16/10/2006,124.7
17/10/2006,115.3
18/10/2006,107.3
19/10/2006,119.2
20/10/2006,117.9
21/10/2006,124.1
22/10/2006,127.1
23/10/2006,105.3
24/10/2006,96.7
25/10/2006,121.8
26/10/2006,288.7
27/10/2006,371.9
28/10/2006,232.4
29/10/2006,204.6
30/10/2006,181.4
31/10/2006,165.8
01/11/2006,164.7
02/11/2006,150.2
03/11/2006,175.5
04/11/2006,469.1
05/11/2006,281.2
06/11/2006,227.6
07/11/2006,210.5
08/11/2006,185.6
09/11/2006,185.3
10/11/2006,177.1
11/11/2006,164.7
12/11/2006,170.7
13/11/2006,282.9
14/11/2006,302.4
15/11/2006,253.1
16/11/2006,233.6
17/11/2006,844.7
18/11/2006,899.1
19/11/2006,497.8
20/11/2006,426.8
21/11/2006,441.5
22/11/2006,379.4
23/11/2006,361.2
24/11/2006,307
25/11/2006,289.1
26/11/2006,282.3
27/11/2006,303.6
28/11/2006,292.5
29/11/2006,274.7
30/11/2006,320.9
01/12/2006,267.9
02/12/2006,263.84
03/12/2006,247.9
04/12/2006,244.8
05/12/2006,242.1
06/12/2006,242.4
07/12/2006,244.2
08/12/2006,243.3
09/12/2006,257.8
10/12/2006,317.3
11/12/2006,293.5
12/12/2006,300.6
13/12/2006,461.5
14/12/2006,410.1
15/12/2006,374.9
16/12/2006,369.6
17/12/2006,362.6
18/12/2006,362.9
19/12/2006,341.9
20/12/2006,339.7
21/12/2006,346.3
22/12/2006,348.6
23/12/2006,360.8
24/12/2006,348.3
25/12/2006,366.1
26/12/2006,364.5
27/12/2006,336.5
28/12/2006,403.5
29/12/2006,367.5
30/12/2006,338.3
31/12/2006,314.9
01/01/2007,300.19
02/01/2007,304.44
03/01/2007,303.76
04/01/2007,313.61
05/01/2007,294.83
06/01/2007,402.24
07/01/2007,1724.53
08/01/2007,1669.55
09/01/2007,1075.39
10/01/2007,911.08
11/01/2007,741.95
12/01/2007,690.4
13/01/2007,662.39
14/01/2007,811.36
15/01/2007,721.26
16/01/2007,639.6
17/01/2007,632.34
18/01/2007,599.32
19/01/2007,613.2
20/01/2007,633.46
21/01/2007,741.64
22/01/2007,953.96
23/01/2007,1629.25
24/01/2007,1322.89
25/01/2007,1707.21
26/01/2007,1785.07
27/01/2007,1386.02
28/01/2007,1209.44
29/01/2007,1076.89
30/01/2007,1023.83
31/01/2007,1042.41
01/02/2007,934.2
02/02/2007,941.84
03/02/2007,861.35
04/02/2007,855.15
05/02/2007,940.13
06/02/2007,996.88
07/02/2007,928.58
08/02/2007,919.61
09/02/2007,900.53
10/02/2007,852.22
11/02/2007,841.91
12/02/2007,858.75
13/02/2007,829.29
14/02/2007,754.76
15/02/2007,703.03
16/02/2007,690.74
17/02/2007,654.69
18/02/2007,642.51
19/02/2007,575.1
20/02/2007,561.06
21/02/2007,535.21
22/02/2007,514.89
23/02/2007,495.29
24/02/2007,549.89
25/02/2007,551.57
26/02/2007,411.43
27/02/2007,621.81
28/02/2007,556.9
01/03/2007,472.98
02/03/2007,484.48
03/03/2007,468.92
04/03/2007,459.27
05/03/2007,446.33
06/03/2007,433.14
07/03/2007,386.22
08/03/2007,397.62
09/03/2007,370.51
10/03/2007,359.62
11/03/2007,343.21
12/03/2007,337.14
13/03/2007,328.13
14/03/2007,315.48
15/03/2007,322.27
16/03/2007,293.43
17/03/2007,281.87
18/03/2007,286.36
19/03/2007,270.65
20/03/2007,251.12
21/03/2007,267.57
22/03/2007,242.28
23/03/2007,248.15
24/03/2007,235.2
25/03/2007,233.58
26/03/2007,232.16
27/03/2007,228.11
28/03/2007,234.07
29/03/2007,203.28
30/03/2007,212.33
31/03/2007,206.35
01/04/2007,226.29
02/04/2007,188.09
03/04/2007,186.54
04/04/2007,197.57
05/04/2007,189.75
06/04/2007,182.99
07/04/2007,189.03
08/04/2007,176.07
09/04/2007,171.54
10/04/2007,178.98
11/04/2007,166.93
12/04/2007,166.15
13/04/2007,174.05
14/04/2007,163.2
15/04/2007,166.54
16/04/2007,158.09
17/04/2007,172.93
18/04/2007,138.26
19/04/2007,143.38
20/04/2007,152.4
21/04/2007,145.76
22/04/2007,138.99
23/04/2007,145.03
24/04/2007,140.24
25/04/2007,131.85
26/04/2007,140.66
27/04/2007,123.57
28/04/2007,131.32
29/04/2007,139.83
30/04/2007,141.11
01/05/2007,119.67
02/05/2007,109.47
03/05/2007,147.17
04/05/2007,124.5
05/05/2007,121.3
06/05/2007,111.12
07/05/2007,122.78
08/05/2007,113.73
09/05/2007,108.84
10/05/2007,118.53
11/05/2007,109.06
12/05/2007,105.75
13/05/2007,105.02
14/05/2007,110.69
15/05/2007,93.75
16/05/2007,101.64
17/05/2007,105.29
18/05/2007,91.38
19/05/2007,103.32
20/05/2007,88.24
21/05/2007,106.15
22/05/2007,94.28
23/05/2007,86.04
24/05/2007,100.53
25/05/2007,85.25
26/05/2007,89.44
27/05/2007,81.03
28/05/2007,98.19
29/05/2007,86.49
30/05/2007,109.3
31/05/2007,74.86
01/06/2007,61.29
02/06/2007,81.69
03/06/2007,72.18
04/06/2007,79.07
05/06/2007,71.72
06/06/2007,80.37
07/06/2007,77.71
08/06/2007,84.79
09/06/2007,92.46
10/06/2007,73.26
11/06/2007,68.19
12/06/2007,92.35
13/06/2007,74.28
14/06/2007,71.66
15/06/2007,82.74
16/06/2007,74.58
17/06/2007,78.06
18/06/2007,84.8
19/06/2007,75.1
20/06/2007,73.9
21/06/2007,72.06
22/06/2007,71.38
23/06/2007,76.43
24/06/2007,69.26
25/06/2007,74.14
26/06/2007,72.27
27/06/2007,62.11
28/06/2007,81.94
29/06/2007,63.71
30/06/2007,69.65
01/07/2007,58
02/07/2007,75.61
03/07/2007,76.42
04/07/2007,72.99
05/07/2007,72.9
06/07/2007,72.03
07/07/2007,70.42
08/07/2007,61.41
09/07/2007,65.32
10/07/2007,70.91
11/07/2007,62.87
12/07/2007,62.83
13/07/2007,64.54
14/07/2007,60.13
15/07/2007,68.02
16/07/2007,60.97
17/07/2007,62.27
18/07/2007,70.43
19/07/2007,62.31
20/07/2007,68.77
21/07/2007,60.53
22/07/2007,62.51
23/07/2007,59.47
24/07/2007,68.68
25/07/2007,55.14
26/07/2007,62.99
27/07/2007,61.23
28/07/2007,57.62
29/07/2007,54.82
30/07/2007,80.98
31/07/2007,53.26
01/08/2007,55.45
02/08/2007,50.48
03/08/2007,56.59
04/08/2007,88.97
05/08/2007,42.19
06/08/2007,73.95
07/08/2007,49.67
08/08/2007,61.13
09/08/2007,61.45
10/08/2007,53.39
11/08/2007,44.6
12/08/2007,43.83
13/08/2007,44.38
14/08/2007,62.11
15/08/2007,57.55
16/08/2007,55.7
17/08/2007,65.03
18/08/2007,68.52
19/08/2007,56.57
20/08/2007,47.49
21/08/2007,56.06
22/08/2007,51.2
23/08/2007,52.73
24/08/2007,62.84
25/08/2007,68.03
26/08/2007,16.98
27/08/2007,98.75
28/08/2007,42.21
29/08/2007,56.77
30/08/2007,68.72
31/08/2007,59.82
01/09/2007,51.51
02/09/2007,49.36
03/09/2007,65.9
04/09/2007,73.48
05/09/2007,345.67
06/09/2007,176.23
07/09/2007,109.34
08/09/2007,101.13
09/09/2007,88.64
10/09/2007,86.86
11/09/2007,70.25
12/09/2007,85.36
13/09/2007,54.66
14/09/2007,78.46
15/09/2007,303.79
16/09/2007,113.92
17/09/2007,109.86
18/09/2007,107.57
19/09/2007,1166.54
20/09/2007,1546.09
21/09/2007,582.28
22/09/2007,375.37
23/09/2007,291.86
24/09/2007,211.37
25/09/2007,197.12
26/09/2007,190.48
27/09/2007,182.44
28/09/2007,148.98
29/09/2007,154.83
30/09/2007,159.12
01/10/2007,171.41
02/10/2007,145.38
03/10/2007,130.67
04/10/2007,128.78
05/10/2007,129.91
06/10/2007,113.36
07/10/2007,108.38
08/10/2007,114.25
09/10/2007,82.24
10/10/2007,107.06
11/10/2007,102.81
12/10/2007,79.15
13/10/2007,85.8
14/10/2007,111.78
15/10/2007,80.48
16/10/2007,133.56
17/10/2007,119.65
18/10/2007,88.69
19/10/2007,150.57
20/10/2007,150.9
21/10/2007,129.04
22/10/2007,134.19
23/10/2007,119.66
24/10/2007,127.2
25/10/2007,151.13
26/10/2007,147.22
27/10/2007,136.14
28/10/2007,137.8
29/10/2007,126.4
30/10/2007,112.1
31/10/2007,116.2
01/11/2007,108.2
02/11/2007,108.63
03/11/2007,122.7
04/11/2007,124.79
05/11/2007,129.17
06/11/2007,124.94
07/11/2007,122.55
08/11/2007,162.85
09/11/2007,166.18
10/11/2007,180.5
11/11/2007,165.71
12/11/2007,164.21
13/11/2007,184
14/11/2007,214.14
15/11/2007,189.82
16/11/2007,182.44
17/11/2007,158.582
18/11/2007,157.2
19/11/2007,152
20/11/2007,149.72
21/11/2007,153.27
22/11/2007,139.41
23/11/2007,144.61
24/11/2007,139.42
25/11/2007,153.84
26/11/2007,169.33
27/11/2007,183.97
28/11/2007,184.18
29/11/2007,179.69
30/11/2007,155.15
01/12/2007,158.5
02/12/2007,166.45
03/12/2007,224.26
04/12/2007,211.77
05/12/2007,189.46
06/12/2007,176.67
07/12/2007,170.28
08/12/2007,156.16
09/12/2007,169.43
10/12/2007,319.23
11/12/2007,332.82
12/12/2007,270.18
13/12/2007,271.86
14/12/2007,285.79
15/12/2007,215.59
16/12/2007,248
17/12/2007,229.73
18/12/2007,221
19/12/2007,228.01
20/12/2007,204.86
21/12/2007,215.98
22/12/2007,208.84
23/12/2007,221.81
24/12/2007,218.59
25/12/2007,227.65
26/12/2007,216.49
27/12/2007,216.42
28/12/2007,216
29/12/2007,210.18
30/12/2007,194.47
31/12/2007,206.71
01/01/2008,205.61
02/01/2008,205.42
03/01/2008,221.58
04/01/2008,203.51
05/01/2008,224.15
06/01/2008,222.53
07/01/2008,187.56
08/01/2008,214.45
09/01/2008,214.94
10/01/2008,204.87
11/01/2008,215.27
12/01/2008,210.28
13/01/2008,200.07
14/01/2008,208.13
15/01/2008,196.8
16/01/2008,184.01
17/01/2008,197.44
18/01/2008,151.56
19/01/2008,172.06
20/01/2008,176.85
21/01/2008,256.04
22/01/2008,253.35
23/01/2008,226.78
24/01/2008,185.97
25/01/2008,189.11
26/01/2008,195.13
27/01/2008,179.56
28/01/2008,183.11
29/01/2008,176.13
30/01/2008,174.77
31/01/2008,180.06
01/02/2008,170.92
02/02/2008,130.4
03/02/2008,197.96
04/02/2008,181.6
05/02/2008,159.75
06/02/2008,159.99
07/02/2008,140.93
08/02/2008,158.22
09/02/2008,157.53
10/02/2008,150.51
11/02/2008,162.49
12/02/2008,167.12
13/02/2008,190.33
14/02/2008,170.87
15/02/2008,155.78
16/02/2008,157.79
17/02/2008,150.3
18/02/2008,145.16
19/02/2008,141.57
20/02/2008,143.88
21/02/2008,138.42
22/02/2008,143.97
23/02/2008,136.26
24/02/2008,136.91
25/02/2008,132.85
26/02/2008,128.99
27/02/2008,133.2
28/02/2008,126.86
29/02/2008,126.8
01/03/2008,123.74
02/03/2008,120.87
03/03/2008,122.39
04/03/2008,121.38
05/03/2008,119.6
06/03/2008,114.89
07/03/2008,113.53
08/03/2008,108.83
09/03/2008,115.42
10/03/2008,108.62
11/03/2008,106.77
12/03/2008,107.64
13/03/2008,109.42
14/03/2008,100.94
15/03/2008,98.79
16/03/2008,101.6
17/03/2008,96.51
18/03/2008,99.21
19/03/2008,99.22
20/03/2008,92.22
21/03/2008,88.1
22/03/2008,90.22
23/03/2008,88.06
24/03/2008,91.1
25/03/2008,85.25
26/03/2008,84.13
27/03/2008,82.48
28/03/2008,85.78
29/03/2008,79.6
30/03/2008,80.37
31/03/2008,81.77
01/04/2008,74.9
02/04/2008,76.55
03/04/2008,78.97
04/04/2008,75.05
05/04/2008,74.78
06/04/2008,71.47
07/04/2008,67.07
08/04/2008,71.41
09/04/2008,69.23
10/04/2008,71.43
11/04/2008,65.51
12/04/2008,67.69
13/04/2008,68.54
14/04/2008,60.25
15/04/2008,64.39
16/04/2008,68.71
17/04/2008,59.59
18/04/2008,62.75
19/04/2008,60.51
20/04/2008,57.58
21/04/2008,63.41
22/04/2008,58.48
23/04/2008,58.14
24/04/2008,61.69
25/04/2008,57.48
26/04/2008,58.9
27/04/2008,53.64
28/04/2008,56.03
29/04/2008,51.81
30/04/2008,57.01
01/05/2008,59.14
02/05/2008,49.51
03/05/2008,52.84
04/05/2008,55.86
05/05/2008,48.08
06/05/2008,50.65
07/05/2008,52.11
08/05/2008,54.45
09/05/2008,46.75
10/05/2008,47.69
11/05/2008,51.09
12/05/2008,48.64
13/05/2008,46.69
14/05/2008,48.81
15/05/2008,45.53
16/05/2008,41.42
17/05/2008,47.51
18/05/2008,47.68
19/05/2008,43.74
20/05/2008,47.15
21/05/2008,43.86
22/05/2008,43.49
23/05/2008,46.34
24/05/2008,45.56
25/05/2008,59.86
26/05/2008,28.91
27/05/2008,42.95
28/05/2008,45.58
29/05/2008,46.79
30/05/2008,41.2
31/05/2008,45.65
01/06/2008,41.86
02/06/2008,41.89
03/06/2008,43.61
04/06/2008,43.14
05/06/2008,41.67
06/06/2008,45.76
07/06/2008,39.31
08/06/2008,44.85
09/06/2008,39.79
10/06/2008,39.32
11/06/2008,38.43
12/06/2008,46.54
13/06/2008,38.84
14/06/2008,37.04
15/06/2008,44.71
16/06/2008,42
17/06/2008,39
18/06/2008,38.53
19/06/2008,36.84
20/06/2008,38.96
21/06/2008,41.43
22/06/2008,45.52
23/06/2008,34.91
24/06/2008,30.77
25/06/2008,43.76
26/06/2008,40.97
27/06/2008,36.81
28/06/2008,39.24
29/06/2008,44.72
30/06/2008,33.43
01/07/2008,39.48
02/07/2008,36.01
03/07/2008,40.57
04/07/2008,31.6
05/07/2008,33.35
06/07/2008,23.14
07/07/2008,39.68
08/07/2008,41.69
09/07/2008,33.18
10/07/2008,35.94
11/07/2008,38.62
12/07/2008,37.58
13/07/2008,39.91
14/07/2008,29.26
15/07/2008,36.14
16/07/2008,35.5
17/07/2008,37.45
18/07/2008,37.2
19/07/2008,38.34
20/07/2008,37.41
21/07/2008,33.48
22/07/2008,37.7
23/07/2008,50.75
24/07/2008,12.52
25/07/2008,34.93
26/07/2008,40.34
27/07/2008,31.66
28/07/2008,40.56
29/07/2008,39.15
30/07/2008,37.39
31/07/2008,40.45
01/08/2008,38.94
02/08/2008,31.9
03/08/2008,29.12
04/08/2008,30.1
05/08/2008,31.25
06/08/2008,28.13
07/08/2008,25.48
08/08/2008,35.88
09/08/2008,64.31
10/08/2008,94.38
11/08/2008,59.7
12/08/2008,36.29
13/08/2008,59.5
14/08/2008,30.35
15/08/2008,70.67
16/08/2008,64.21
17/08/2008,518.11
18/08/2008,236.7
19/08/2008,117.6
20/08/2008,101.47
21/08/2008,94.72
22/08/2008,81.66
23/08/2008,70.66
24/08/2008,54.8
25/08/2008,69.47
26/08/2008,69.22
27/08/2008,65.52
28/08/2008,53.02
29/08/2008,57.01
30/08/2008,54.42
31/08/2008,57.74
01/09/2008,56.71
02/09/2008,50.78
03/09/2008,48.74
04/09/2008,56.62
05/09/2008,53.53
06/09/2008,58.78
07/09/2008,56.24
08/09/2008,62.89
09/09/2008,49.25
10/09/2008,52.45
11/09/2008,48.78
12/09/2008,508.6
13/09/2008,297.62
14/09/2008,173.04
15/09/2008,129.83
16/09/2008,113.61
17/09/2008,101.5
18/09/2008,91.01
19/09/2008,86.81
20/09/2008,86.68
21/09/2008,81.87
22/09/2008,79.17
